drugbank_id,uniprot_id,protein_emb_path
DB00223,P04054,embeddings/P04054/3ELO_A.cif.pt
DB00223,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00224,P03366,embeddings/P03366/4G1Q_A.cif.pt
DB00224,Q72874,embeddings/Q72874/5V4Y_A.cif.pt
DB00226,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00227,P04035,embeddings/P04035/2R4F_A.cif.pt
DB00228,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00228,P23415,embeddings/P23415/4X5T_A.cif.pt
DB00229,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB00230,P54289,embeddings/P54289/7VFS_B.cif.pt
DB00231,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00233,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00233,P00374,embeddings/P00374/1KMV_A.cif.pt
DB00234,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00235,Q14432,embeddings/Q14432/7LRC_B.cif.pt
DB00237,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00237,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00238,P03366,embeddings/P03366/4G1Q_A.cif.pt
DB00238,Q72547,embeddings/Q72547/2JLE_A.cif.pt
DB00239,P10613,embeddings/P10613/5TZ1_A.cif.pt
DB00240,P08185,embeddings/P08185/4C41_A.cif.pt
DB00240,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00241,P47869,embeddings/P47869/9CRV_E.cif.pt
DB00241,P34903,embeddings/P34903/9CTP_D.cif.pt
DB00241,P48169,embeddings/P48169/7QN5_A.cif.pt
DB00241,P31644,embeddings/P31644/8BHG_A.cif.pt
DB00241,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00241,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00242,P23921,embeddings/P23921/6L3R_A.cif.pt
DB00242,P00813,embeddings/P00813/3IAR_A.cif.pt
DB00242,P31350,embeddings/P31350/3OLJ_A.cif.pt
DB00242,Q7LG56,embeddings/Q7LG56/4DJN_A.cif.pt
DB00242,P09884,embeddings/P09884/4QCL_A.cif.pt
DB00242,Q07864,embeddings/Q07864/7PLO_B.cif.pt
DB00242,P56282,embeddings/P56282/5VBN_A.cif.pt
DB00243,P00747,embeddings/P00747/5UGG_A.cif.pt
DB00244,P35354,embeddings/P35354/5F19_A.cif.pt
DB00244,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00244,P09917,embeddings/P09917/7TTK_A.cif.pt
DB00244,P37231,embeddings/P37231/9F7W_A.cif.pt
DB00245,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00245,Q01959,embeddings/Q01959/9EO4_B.cif.pt
DB00246,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00246,P36544,embeddings/P36544/5AFN_A.cif.pt
DB00246,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00246,P08908,embeddings/P08908/8PJK_R.cif.pt
DB00246,P28221,embeddings/P28221/7E32_R.cif.pt
DB00246,P28335,embeddings/P28335/6BQH_A.cif.pt
DB00247,P41595,embeddings/P41595/4IB4_A.cif.pt
DB00247,P28335,embeddings/P28335/6BQH_A.cif.pt
DB00247,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00247,P08908,embeddings/P08908/8PJK_R.cif.pt
DB00247,P34969,embeddings/P34969/7XTC_R.cif.pt
DB00248,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00251,P10613,embeddings/P10613/5TZ1_A.cif.pt
DB00252,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB00252,P35498,embeddings/P35498/7DTD_A.cif.pt
DB00252,Q12809,embeddings/Q12809/9CHQ_A.cif.pt
DB00252,Q13936,embeddings/Q13936/8WE6_A.cif.pt
DB00252,Q99250,embeddings/Q99250/6J8E_A.cif.pt
DB00252,Q9UQD0,embeddings/Q9UQD0/8FHD_A.cif.pt
DB00253,P11474,embeddings/P11474/3K6P_A.cif.pt
DB00253,O95718,embeddings/O95718/6LIT_A.cif.pt
DB00253,P62508,embeddings/P62508/6I65_A.cif.pt
DB00253,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00255,Q92731,embeddings/Q92731/3OLL_A.cif.pt
DB00255,P03372,embeddings/P03372/7NFB_A.cif.pt
DB00255,P62508,embeddings/P62508/6I65_A.cif.pt
DB00257,P25025,embeddings/P25025/8XXH_R.cif.pt
DB00257,P10613,embeddings/P10613/5TZ1_A.cif.pt
DB00257,O15554,embeddings/O15554/6CNM_A.cif.pt
DB00259,P0AC13,embeddings/P0AC13/5U0V_A.cif.pt
DB00261,Q14432,embeddings/Q14432/7LRC_B.cif.pt
DB00262,P00390,embeddings/P00390/3DK9_A.cif.pt
DB00263,P0AC13,embeddings/P0AC13/5U0V_A.cif.pt
DB00264,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00265,Q9HBA0,embeddings/Q9HBA0/4DX1_A.cif.pt
DB00266,Q9BQB6,embeddings/Q9BQB6/6WVH_A.cif.pt
DB00267,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB00268,P35462,embeddings/P35462/3PBL_A.cif.pt
DB00268,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00269,P03372,embeddings/P03372/7NFB_A.cif.pt
DB00270,Q13936,embeddings/Q13936/8WE6_A.cif.pt
DB00270,P54289,embeddings/P54289/7VFS_B.cif.pt
DB00270,Q08289,embeddings/Q08289/8HMB_C.cif.pt
DB00270,O95180,embeddings/O95180/9AYL_A.cif.pt
DB00270,Q01668,embeddings/Q01668/7UHG_A.cif.pt
DB00270,Q13698,embeddings/Q13698/6B27_G.cif.pt
DB00273,P39086,embeddings/P39086/3FV1_A.cif.pt
DB00273,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00273,P35498,embeddings/P35498/7DTD_A.cif.pt
DB00273,P39086,embeddings/P39086/3FV1_A.cif.pt
DB00273,P00918,embeddings/P00918/3K34_A.cif.pt
DB00273,P22748,embeddings/P22748/3FW3_A.cif.pt
DB00273,Q13936,embeddings/Q13936/8WE6_A.cif.pt
DB00274,P02919,embeddings/P02919/3VMA_A.cif.pt
DB00274,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB00274,P0AEB2,embeddings/P0AEB2/3MZF_A.cif.pt
DB00274,P08506,embeddings/P08506/3ITA_A.cif.pt
DB00275,P30556,embeddings/P30556/6OS2_A.cif.pt
DB00276,Q02880,embeddings/Q02880/7QFO_A.cif.pt
DB00276,P11388,embeddings/P11388/1ZXM_A.cif.pt
DB00277,P30542,embeddings/P30542/5UEN_A.cif.pt
DB00277,P21589,embeddings/P21589/6TVE_P.cif.pt
DB00277,P29274,embeddings/P29274/5NM4_A.cif.pt
DB00277,P29275,embeddings/P29275/8HDO_R.cif.pt
DB00277,Q07343,embeddings/Q07343/4KP6_A.cif.pt
DB00277,O76074,embeddings/O76074/1TBF_A.cif.pt
DB00277,P27815,embeddings/P27815/2QYK_A.cif.pt
DB00277,Q14432,embeddings/Q14432/7LRC_B.cif.pt
DB00277,Q92769,embeddings/Q92769/7KBG_A.cif.pt
DB00278,P00734,embeddings/P00734/5AFY_H.cif.pt
DB00279,P10827,embeddings/P10827/3ILZ_A.cif.pt
DB00279,P10828,embeddings/P10828/6KKB_X.cif.pt
DB00280,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB00281,Q9Y5Y9,embeddings/Q9Y5Y9/7WE4_A.cif.pt
DB00281,Q15858,embeddings/Q15858/7W9K_A.cif.pt
DB00281,Q14524,embeddings/Q14524/6LQA_B.cif.pt
DB00282,P14324,embeddings/P14324/5CG5_A.cif.pt
DB00283,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00284,O43451,embeddings/O43451/3L4Y_A.cif.pt
DB00284,P14410,embeddings/P14410/3LPP_A.cif.pt
DB00284,P04746,embeddings/P04746/5U3A_A.cif.pt
DB00285,P31645,embeddings/P31645/5I6X_A.cif.pt
DB00285,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00287,P43088,embeddings/P43088/8XJK_R.cif.pt
DB00288,P11474,embeddings/P11474/3K6P_A.cif.pt
DB00288,O95718,embeddings/O95718/6LIT_A.cif.pt
DB00288,P62508,embeddings/P62508/6I65_A.cif.pt
DB00288,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00289,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00292,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00292,P18089,embeddings/P18089/6K41_R.cif.pt
DB00292,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00293,P04818,embeddings/P04818/3GH0_A.cif.pt
DB00294,P06401,embeddings/P06401/1SQN_A.cif.pt
DB00295,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00295,P41145,embeddings/P41145/4DJH_A.cif.pt
DB00295,P41143,embeddings/P41143/4N6H_A.cif.pt
DB00296,Q9Y5Y9,embeddings/Q9Y5Y9/7WE4_A.cif.pt
DB00297,Q9Y5Y9,embeddings/Q9Y5Y9/7WE4_A.cif.pt
DB00298,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00298,P35348,embeddings/P35348/8THK_R.cif.pt
DB00299,P04183,embeddings/P04183/1W4R_A.cif.pt
DB00299,P04293,embeddings/P04293/7LUF_A.cif.pt
DB00300,P03366,embeddings/P03366/4G1Q_A.cif.pt
DB00300,Q72547,embeddings/Q72547/2JLE_A.cif.pt
DB00302,P00747,embeddings/P00747/5UGG_A.cif.pt
DB00303,P02919,embeddings/P02919/3VMA_A.cif.pt
DB00303,P0AD65,embeddings/P0AD65/6G9S_A.cif.pt
DB00303,P45059,embeddings/P45059/6HZO_A.cif.pt
DB00303,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB00303,P24228,embeddings/P24228/2EX2_A.cif.pt
DB00303,P08506,embeddings/P08506/3ITA_A.cif.pt
DB00304,P06401,embeddings/P06401/1SQN_A.cif.pt
DB00304,P03372,embeddings/P03372/7NFB_A.cif.pt
DB00306,P47869,embeddings/P47869/9CRV_E.cif.pt
DB00306,P34903,embeddings/P34903/9CTP_D.cif.pt
DB00306,P48169,embeddings/P48169/7QN5_A.cif.pt
DB00306,P31644,embeddings/P31644/8BHG_A.cif.pt
DB00306,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00306,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00307,P19793,embeddings/P19793/7A77_A.cif.pt
DB00307,P28702,embeddings/P28702/7A78_A.cif.pt
DB00307,P48443,embeddings/P48443/7A79_A.cif.pt
DB00308,Q13936,embeddings/Q13936/8WE6_A.cif.pt
DB00308,Q02641,embeddings/Q02641/7VFS_D.cif.pt
DB00308,Q12809,embeddings/Q12809/9CHQ_A.cif.pt
DB00310,P00915,embeddings/P00915/7Q0D_A.cif.pt
DB00311,P00918,embeddings/P00918/3K34_A.cif.pt
DB00311,P22748,embeddings/P22748/3FW3_A.cif.pt
DB00311,P43166,embeddings/P43166/8Q3U_A.cif.pt
DB00311,P00915,embeddings/P00915/7Q0D_A.cif.pt
DB00312,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00312,P47869,embeddings/P47869/9CRV_E.cif.pt
DB00312,P34903,embeddings/P34903/9CTP_D.cif.pt
DB00312,P48169,embeddings/P48169/7QN5_A.cif.pt
DB00312,P31644,embeddings/P31644/8BHG_A.cif.pt
DB00312,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00313,P49840,embeddings/P49840/7SXF_A.cif.pt
DB00313,Q9UKV0,embeddings/Q9UKV0/8Q9N_X.cif.pt
DB00314,P9WJ63,embeddings/P9WJ63/5KYG_A.cif.pt
DB00315,P28222,embeddings/P28222/4IAR_A.cif.pt
DB00315,P28221,embeddings/P28221/7E32_R.cif.pt
DB00315,P30939,embeddings/P30939/7EXD_R.cif.pt
DB00316,P35354,embeddings/P35354/5F19_A.cif.pt
DB00316,P31645,embeddings/P31645/5I6X_A.cif.pt
DB00316,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00316,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00317,P00533,embeddings/P00533/8A27_A.cif.pt
DB00318,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00318,P41145,embeddings/P41145/4DJH_A.cif.pt
DB00318,P41143,embeddings/P41143/4N6H_A.cif.pt
DB00319,P0A3M6,embeddings/P0A3M6/2WAD_A.cif.pt
DB00320,P28222,embeddings/P28222/4IAR_A.cif.pt
DB00320,P28221,embeddings/P28221/7E32_R.cif.pt
DB00320,P30939,embeddings/P30939/7EXD_R.cif.pt
DB00320,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00321,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00321,P31645,embeddings/P31645/5I6X_A.cif.pt
DB00321,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00322,P04818,embeddings/P04818/3GH0_A.cif.pt
DB00323,P21964,embeddings/P21964/3BWY_A.cif.pt
DB00324,P04150,embeddings/P04150/4UDD_A.cif.pt
DB00325,Q02108,embeddings/Q02108/4NI2_A.cif.pt
DB00325,Q02153,embeddings/Q02153/2WZ1_A.cif.pt
DB00325,P16066,embeddings/P16066/9BCL_A.cif.pt
DB00327,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00327,P41143,embeddings/P41143/4N6H_A.cif.pt
DB00327,P41145,embeddings/P41145/4DJH_A.cif.pt
DB00328,P35354,embeddings/P35354/5F19_A.cif.pt
DB00328,P23219,embeddings/P23219/6Y3C_A.cif.pt
DB00330,P9WNL5,embeddings/P9WNL5/3PTY_A.cif.pt
DB00330,P9WNL7,embeddings/P9WNL7/7BVF_B.cif.pt
DB00330,P9WNL9,embeddings/P9WNL9/7BVF_A.cif.pt
DB00331,O00763,embeddings/O00763/3GLK_A.cif.pt
DB00331,Q9Y478,embeddings/Q9Y478/8BIK_B.cif.pt
DB00332,P20309,embeddings/P20309/8EA0_A.cif.pt
DB00332,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00332,P08172,embeddings/P08172/5ZKC_A.cif.pt
DB00333,P35372,embeddings/P35372/8EFO_M.cif.pt
DB00333,Q05586,embeddings/Q05586/9D37_A.cif.pt
DB00333,P41143,embeddings/P41143/4N6H_A.cif.pt
DB00333,P36544,embeddings/P36544/5AFN_A.cif.pt
DB00334,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00334,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00335,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00336,P06715,embeddings/P06715/1GES_A.cif.pt
DB00337,Q08209,embeddings/Q08209/4F0Z_A.cif.pt
DB00337,P42345,embeddings/P42345/5WBY_A.cif.pt
DB00339,P9WGR1,embeddings/P9WGR1/4TRO_A.cif.pt
DB00340,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00340,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00341,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00342,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00343,Q13936,embeddings/Q13936/8WE6_A.cif.pt
DB00343,P54289,embeddings/P54289/7VFS_B.cif.pt
DB00344,P23975,embeddings/P23975/8ZP2_A.cif.pt
DB00344,P31645,embeddings/P31645/5I6X_A.cif.pt
DB00346,P35348,embeddings/P35348/8THK_R.cif.pt
DB00346,P35348,embeddings/P35348/8THK_R.cif.pt
DB00347,O43497,embeddings/O43497/6KZP_A.cif.pt
DB00348,P32754,embeddings/P32754/3ISQ_A.cif.pt
DB00349,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00349,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00349,P14867,embeddings/P14867/6D1S_A.cif.pt
DB00351,P06401,embeddings/P06401/1SQN_A.cif.pt
DB00353,P21728,embeddings/P21728/7JOZ_R.cif.pt
DB00354,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00354,P11229,embeddings/P11229/6ZFZ_A.cif.pt
DB00355,P0AD68,embeddings/P0AD68/8RTZ_AAA.cif.pt
DB00355,P05193,embeddings/P05193/1RGY_A.cif.pt
DB00356,Q12791,embeddings/Q12791/6V5A_A.cif.pt
DB00357,P05108,embeddings/P05108/3N9Y_A.cif.pt
DB00357,P11511,embeddings/P11511/3S79_A.cif.pt
DB00359,P0AC13,embeddings/P0AC13/5U0V_A.cif.pt
DB00360,P00439,embeddings/P00439/1J8U_A.cif.pt
DB00360,P29474,embeddings/P29474/4D1P_A.cif.pt
DB00360,P07101,embeddings/P07101/2XSN_A.cif.pt
DB00360,P17752,embeddings/P17752/8CJK_A.cif.pt
DB00361,P07437,embeddings/P07437/7TTT_A.cif.pt
DB00363,P14416,embeddings/P14416/6CM4_A.cif.pt
DB00363,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00364,P09038,embeddings/P09038/8OM6_A.cif.pt
DB00364,P01133,embeddings/P01133/1NQL_B.cif.pt
DB00365,P0A0K8,embeddings/P0A0K8/5CPH_A.cif.pt
DB00365,P20831,embeddings/P20831/6Z1A_B.cif.pt
DB00366,P35367,embeddings/P35367/3RZE_A.cif.pt
DB00367,P06401,embeddings/P06401/1SQN_A.cif.pt
DB00368,P35348,embeddings/P35348/8THK_R.cif.pt
DB00368,P08913,embeddings/P08913/6KUX_A.cif.pt
DB00368,P18089,embeddings/P18089/6K41_R.cif.pt
DB00368,P18825,embeddings/P18825/6KUW_A.cif.pt
DB00368,P08588,embeddings/P08588/7BVQ_A.cif.pt
DB00368,P07550,embeddings/P07550/2RH1_A.cif.pt
DB00368,P13945,embeddings/P13945/9IJE_R.cif.pt
DB00369,P04293,embeddings/P04293/7LUF_A.cif.pt
DB00369,P08546,embeddings/P08546/1YYP_B.cif.pt
DB00370,P28223,embeddings/P28223/7WC8_A.cif.pt
DB00370,P08913,embeddings/P08913/6KUX_A.cif.pt
